"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0400000US38","North Dakota","338059","3608","4.6","0.6","3.3","0.4","6.7","0.7","7.2","0.8","10.5","1.0","16.6","1.1","14.0","1.0","19.2","1.1","8.8","0.8","9.0","0.7","76525","1844","98324","2340","34.9","(X)","(X)","(X)","(X)","(X)","191997","5284","2.2","0.7","0.9","0.3","2.5","0.7","4.5","0.8","7.8","1.0","13.3","1.3","16.4","1.4","25.7","1.5","13.0","1.4","13.7","1.2","103823","3252","125994","3537","(X)","(X)","36.2","(X)","(X)","(X)","155411","5314","0.9","0.3","0.6","0.3","1.3","0.4","2.5","0.6","6.2","0.9","12.3","1.3","17.0","1.6","27.7","1.5","15.3","1.7","16.1","1.3","115330","3404","138698","3972","(X)","(X)","(X)","(X)","(X)","(X)","146062","5340","8.1","1.2","6.5","1.0","12.5","1.6","11.7","1.7","14.9","1.8","20.9","2.0","10.8","1.3","9.7","1.5","2.5","0.7","2.4","0.7","45661","2254","58736","2361","(X)","(X)","(X)","(X)","32.6","(X)",
"0400000US39","Ohio","4917309","10812","5.6","0.2","3.8","0.2","7.4","0.2","7.8","0.2","12.1","0.3","17.8","0.3","12.8","0.3","16.4","0.3","7.8","0.2","8.4","0.2","67769","731","93500","701","34.5","(X)","(X)","(X)","(X)","(X)","2994112","20758","3.4","0.2","1.7","0.1","4.2","0.2","5.2","0.2","9.9","0.3","17.1","0.4","14.5","0.3","21.2","0.4","10.8","0.3","12.0","0.3","89221","912","115168","1063","(X)","(X)","36.3","(X)","(X)","(X)","2172396","19520","1.0","0.1","0.8","0.1","2.2","0.2","3.2","0.2","7.4","0.3","15.3","0.4","15.6","0.4","25.1","0.5","13.7","0.4","15.7","0.4","106890","861","135224","1393","(X)","(X)","(X)","(X)","(X)","(X)","1923197","21478","10.0","0.4","7.3","0.4","12.9","0.4","12.3","0.4","16.3","0.5","18.9","0.5","9.2","0.4","8.0","0.4","2.7","0.2","2.4","0.2","41286","449","56134","923","(X)","(X)","(X)","(X)","30.4","(X)",
"0400000US40","Oklahoma","1589105","5726","6.6","0.3","4.2","0.2","8.3","0.3","8.5","0.3","12.6","0.4","17.7","0.5","13.1","0.4","15.9","0.4","6.6","0.3","6.5","0.2","62138","480","85650","1012","37.0","(X)","(X)","(X)","(X)","(X)","1018318","8562","4.2","0.3","2.1","0.2","5.3","0.3","6.6","0.4","10.6","0.4","17.8","0.6","15.4","0.5","20.2","0.6","8.9","0.4","8.9","0.3","80417","909","103381","1384","(X)","(X)","39.0","(X)","(X)","(X)","735765","7524","1.9","0.2","1.0","0.1","3.1","0.3","4.4","0.3","8.7","0.4","16.9","0.7","16.9","0.5","24.4","0.8","11.4","0.6","11.4","0.4","95573","1163","120079","1762","(X)","(X)","(X)","(X)","(X)","(X)","570787","8513","12.2","0.7","8.2","0.5","14.2","0.7","12.5","0.7","16.5","0.8","17.0","0.8","8.4","0.6","7.0","0.5","2.0","0.3","1.9","0.3","37256","816","50640","1177","(X)","(X)","(X)","(X)","32.4","(X)",
"0400000US41","Oregon","1752050","6896","5.0","0.3","3.4","0.2","6.4","0.4","6.2","0.3","9.9","0.4","16.0","0.5","13.5","0.4","18.4","0.5","9.4","0.3","11.8","0.4","80160","1045","107214","1623","32.3","(X)","(X)","(X)","(X)","(X)","1083103","11090","2.9","0.3","1.6","0.3","3.6","0.4","4.8","0.4","8.3","0.4","15.7","0.6","14.2","0.5","21.9","0.7","11.7","0.5","15.4","0.5","97946","1677","125331","1882","(X)","(X)","33.1","(X)","(X)","(X)","810607","11852","1.6","0.3","0.8","0.2","2.2","0.3","3.1","0.3","6.4","0.5","13.9","0.6","14.4","0.6","24.6","0.8","14.0","0.6","19.2","0.7","113252","1707","142653","2170","(X)","(X)","(X)","(X)","(X)","(X)","668947","12028","9.3","0.7","6.8","0.5","11.4","0.7","9.2","0.6","13.3","0.7","17.0","0.8","12.2","0.6","11.4","0.7","4.6","0.5","5.0","0.6","50157","1418","71598","2471","(X)","(X)","(X)","(X)","29.2","(X)",
"0400000US42","Pennsylvania","5324209","13443","5.4","0.2","3.7","0.1","7.0","0.2","7.2","0.2","10.6","0.3","16.8","0.3","12.8","0.3","17.3","0.3","8.6","0.2","10.7","0.2","73824","511","102578","772","37.0","(X)","(X)","(X)","(X)","(X)","3316875","17832","3.2","0.2","1.8","0.1","3.9","0.2","5.1","0.2","8.8","0.3","16.0","0.3","14.3","0.4","20.9","0.4","11.3","0.3","14.8","0.3","94367","859","124838","1187","(X)","(X)","38.5","(X)","(X)","(X)","2446845","16502","1.3","0.1","0.9","0.1","2.2","0.1","3.2","0.2","6.7","0.3","14.4","0.3","14.6","0.4","23.9","0.4","13.8","0.3","19.0","0.4","111664","882","144981","1542","(X)","(X)","(X)","(X)","(X)","(X)","2007334","21216","9.8","0.4","7.0","0.3","12.4","0.4","11.4","0.4","14.6","0.4","18.2","0.5","10.0","0.4","9.9","0.4","3.4","0.3","3.2","0.2","43501","1029","61447","938","(X)","(X)","(X)","(X)","33.5","(X)",
"0400000US44","Rhode Island","443980","4732","5.0","0.7","4.3","0.6","5.7","0.7","5.6","0.6","8.5","0.9","15.4","1.1","13.5","1.0","18.7","1.1","10.2","0.8","13.1","1.1","84972","2566","113091","3651","41.7","(X)","(X)","(X)","(X)","(X)","268831","6045","2.8","0.7","1.5","0.5","3.4","0.8","4.3","0.9","6.7","1.1","13.4","1.4","13.8","1.3","22.2","1.6","14.1","1.2","17.9","1.4","110143","5261","138420","5256","(X)","(X)","43.5","(X)","(X)","(X)","193263","6259","0.9","0.4","0.9","0.5","1.8","0.5","2.2","0.6","4.1","0.9","11.5","1.2","13.1","1.6","25.3","1.7","16.9","1.4","23.3","1.9","130921","3014","160916","6444","(X)","(X)","(X)","(X)","(X)","(X)","175149","6064","8.8","1.3","8.7","1.3","10.3","1.5","8.6","1.4","11.9","1.4","19.0","1.7","12.1","1.4","12.1","1.6","4.3","0.9","4.3","1.0","51650","2098","68322","3033","(X)","(X)","(X)","(X)","36.8","(X)",
"0400000US45","South Carolina","2177733","10033","6.1","0.4","3.9","0.2","7.2","0.3","7.9","0.4","11.6","0.4","17.9","0.5","13.1","0.4","16.8","0.4","7.2","0.3","8.1","0.4","67804","1049","92578","1054","39.2","(X)","(X)","(X)","(X)","(X)","1422966","12791","3.9","0.4","1.9","0.2","4.8","0.3","6.3","0.4","10.0","0.5","17.8","0.6","14.4","0.6","20.7","0.6","9.5","0.4","10.8","0.5","83747","1359","109676","1561","(X)","(X)","40.9","(X)","(X)","(X)","1036532","12782","1.5","0.2","0.9","0.2","2.5","0.2","4.5","0.4","7.4","0.4","16.3","0.6","15.7","0.7","24.9","0.7","12.0","0.5","14.2","0.7","101770","1111","128855","2110","(X)","(X)","(X)","(X)","(X)","(X)","754767","12344","11.5","0.8","7.8","0.6","12.3","0.7","11.4","0.8","15.6","0.8","18.4","0.8","9.6","0.6","8.3","0.6","2.5","0.3","2.7","0.3","41014","836","56369","1374","(X)","(X)","(X)","(X)","34.7","(X)",
"0400000US46","South Dakota","378559","3320","4.3","0.5","3.5","0.4","7.1","0.7","7.5","0.8","11.8","0.9","18.0","1.0","13.8","0.9","18.6","1.0","7.6","0.6","7.8","0.7","71810","2132","96650","2859","33.2","(X)","(X)","(X)","(X)","(X)","231690","4860","2.3","0.5","1.4","0.4","4.0","0.6","4.2","0.7","8.9","1.2","17.0","1.3","15.6","1.3","24.8","1.5","10.5","1.0","11.3","1.0","94560","2092","120001","4182","(X)","(X)","34.1","(X)","(X)","(X)","182163","4996","0.7","0.3","0.8","0.3","2.5","0.6","2.9","0.5","6.3","0.9","15.4","1.4","16.4","1.4","29.0","1.7","12.9","1.2","13.1","1.2","106869","2078","134536","5423","(X)","(X)","(X)","(X)","(X)","(X)","146869","4792","7.7","1.2","7.0","0.8","13.2","1.6","13.1","1.5","16.8","1.6","20.0","1.8","10.2","1.2","7.7","1.1","2.3","0.6","2.0","0.7","41971","1533","56249","3387","(X)","(X)","(X)","(X)","30.6","(X)",
"0400000US47","Tennessee","2889226","12211","5.6","0.2","4.1","0.2","7.5","0.3","7.6","0.3","12.0","0.3","17.4","0.4","13.1","0.4","16.9","0.4","7.2","0.3","8.6","0.3","67631","865","94180","1154","38.8","(X)","(X)","(X)","(X)","(X)","1847158","18703","3.7","0.2","2.1","0.2","4.5","0.3","5.8","0.3","10.0","0.4","17.1","0.6","14.7","0.5","20.8","0.6","9.6","0.4","11.6","0.4","85440","1121","112053","1608","(X)","(X)","40.7","(X)","(X)","(X)","1350430","16446","1.6","0.2","1.2","0.2","2.7","0.3","3.9","0.3","7.8","0.4","16.2","0.6","15.7","0.6","24.3","0.7","11.9","0.5","14.8","0.6","101367","1033","129592","1734","(X)","(X)","(X)","(X)","(X)","(X)","1042068","19149","9.9","0.5","8.1","0.5","13.2","0.7","11.6","0.5","15.9","0.7","17.9","0.7","9.5","0.6","8.8","0.5","2.4","0.3","2.8","0.3","41407","572","58259","1502","(X)","(X)","(X)","(X)","34.4","(X)",
"0400000US48","Texas","11260645","19354","5.3","0.1","3.3","0.1","6.4","0.1","6.8","0.2","10.7","0.2","17.0","0.2","12.7","0.2","17.4","0.2","8.8","0.2","11.6","0.2","75780","472","106549","725","37.8","(X)","(X)","(X)","(X)","(X)","7587046","36293","3.5","0.1","1.9","0.1","4.5","0.2","5.5","0.2","9.4","0.2","15.8","0.3","13.6","0.3","20.0","0.3","10.7","0.2","14.9","0.3","91467","679","123683","984","(X)","(X)","40.5","(X)","(X)","(X)","5486996","33990","1.6","0.1","0.9","0.1","2.8","0.1","3.8","0.2","7.4","0.3","14.3","0.3","13.9","0.3","22.9","0.3","13.2","0.3","19.3","0.3","109997","812","144529","1184","(X)","(X)","(X)","(X)","(X)","(X)","3673599","31217","10.1","0.3","6.4","0.3","10.7","0.3","10.1","0.3","14.2","0.4","19.3","0.4","10.3","0.3","10.9","0.3","4.1","0.2","3.9","0.2","47822","812","66123","1045","(X)","(X)","(X)","(X)","30.8","(X)",
"0400000US49","Utah","1167591","5333","3.2","0.3","2.1","0.2","4.2","0.3","5.2","0.4","8.7","0.4","15.5","0.5","14.6","0.6","22.0","0.6","11.5","0.5","13.0","0.5","93421","1383","117752","1653","34.7","(X)","(X)","(X)","(X)","(X)","843162","9679","2.2","0.3","1.1","0.2","2.6","0.4","3.6","0.3","6.5","0.4","14.3","0.6","15.2","0.7","25.4","0.7","13.5","0.6","15.5","0.6","107507","1587","131919","2053","(X)","(X)","34.7","(X)","(X)","(X)","679547","8990","1.0","0.2","0.6","0.2","1.6","0.2","2.5","0.3","5.1","0.4","13.1","0.6","15.2","0.8","27.3","0.8","15.3","0.8","18.2","0.8","117765","1613","144379","2328","(X)","(X)","(X)","(X)","(X)","(X)","324429","8957","6.9","0.8","4.9","0.7","8.9","1.0","9.7","0.9","15.1","1.2","19.9","1.3","12.8","1.0","12.3","1.1","4.9","0.7","4.6","0.7","53736","2283","72564","2417","(X)","(X)","(X)","(X)","32.0","(X)",
"0400000US50","Vermont","279612","3564","4.8","0.6","2.7","0.5","6.6","0.7","6.3","0.7","10.3","1.0","16.4","1.2","12.6","1.0","19.9","1.2","9.9","0.8","10.5","0.8","81211","2608","105931","2605","32.6","(X)","(X)","(X)","(X)","(X)","165759","4534","1.8","0.5","0.8","0.3","3.1","0.6","3.6","0.7","8.1","1.1","15.2","1.3","14.2","1.2","25.1","1.4","13.6","1.3","14.5","1.2","104756","3358","130537","3671","(X)","(X)","32.3","(X)","(X)","(X)","132173","4051","0.7","0.2","0.5","0.3","1.5","0.4","2.5","0.6","6.0","0.9","13.9","1.4","14.5","1.4","27.8","1.7","15.5","1.5","17.1","1.4","116232","4040","142495","4289","(X)","(X)","(X)","(X)","(X)","(X)","113853","4041","9.7","1.4","5.7","1.1","12.4","1.6","10.4","1.4","14.8","1.7","18.8","2.1","9.2","1.4","11.5","1.6","3.7","1.1","3.8","0.8","46744","3043","65528","3216","(X)","(X)","(X)","(X)","31.8","(X)",
"0400000US51","Virginia","3402670","10363","4.7","0.2","3.0","0.2","5.3","0.2","5.9","0.2","8.9","0.3","14.5","0.4","12.6","0.3","18.0","0.4","10.7","0.3","16.5","0.3","89931","970","123132","1208","36.7","(X)","(X)","(X)","(X)","(X)","2217793","16279","2.8","0.2","1.4","0.2","3.1","0.2","4.3","0.2","7.3","0.3","13.4","0.4","12.8","0.4","20.2","0.4","12.9","0.4","21.9","0.4","109947","1267","146231","1631","(X)","(X)","38.9","(X)","(X)","(X)","1665817","17378","1.1","0.1","0.6","0.1","1.8","0.2","2.7","0.2","5.5","0.3","11.3","0.5","12.7","0.5","22.0","0.5","15.0","0.5","27.2","0.6","129881","1464","168277","2000","(X)","(X)","(X)","(X)","(X)","(X)","1184877","15464","8.8","0.5","6.3","0.4","10.0","0.4","9.4","0.5","12.2","0.6","17.5","0.6","11.9","0.5","12.8","0.6","6.0","0.4","5.2","0.4","53526","1356","74648","1489","(X)","(X)","(X)","(X)","31.3","(X)",
"0400000US53","Washington","3101265","10961","4.5","0.2","2.7","0.2","4.9","0.2","5.1","0.2","8.3","0.3","14.4","0.3","12.8","0.3","19.1","0.4","11.0","0.3","17.3","0.4","94605","1221","129161","1441","32.2","(X)","(X)","(X)","(X)","(X)","1954339","14588","2.7","0.2","1.1","0.1","2.8","0.2","3.5","0.2","6.5","0.3","13.1","0.4","13.5","0.4","21.7","0.6","13.1","0.4","22.0","0.5","113053","1259","151529","1855","(X)","(X)","34.0","(X)","(X)","(X)","1511217","16026","1.1","0.2","0.8","0.1","1.6","0.2","2.3","0.2","4.9","0.3","11.3","0.4","13.3","0.5","22.9","0.6","15.1","0.5","26.8","0.6","129836","2058","171199","2223","(X)","(X)","(X)","(X)","(X)","(X)","1146926","15376","8.5","0.5","5.5","0.5","8.8","0.5","8.2","0.5","11.9","0.5","17.5","0.6","11.4","0.6","13.8","0.6","6.3","0.4","7.9","0.5","59147","1680","84222","1745","(X)","(X)","(X)","(X)","27.4","(X)",
"0400000US54","West Virginia","743644","5944","6.5","0.5","5.7","0.5","9.9","0.6","9.2","0.7","13.8","0.6","17.6","0.8","12.3","0.7","14.3","0.7","5.6","0.4","5.1","0.4","55948","1052","76585","1533","34.6","(X)","(X)","(X)","(X)","(X)","457298","8505","3.9","0.5","2.9","0.5","5.9","0.5","7.0","0.7","12.0","0.8","19.3","1.1","14.6","0.9","19.2","1.1","8.0","0.6","7.2","0.6","73421","2012","93936","2386","(X)","(X)","36.6","(X)","(X)","(X)","336677","7856","1.5","0.3","1.4","0.3","3.7","0.5","5.4","0.7","10.1","0.8","19.8","1.3","15.9","1.0","22.8","1.3","10.1","0.8","9.2","0.8","86392","2064","107953","2969","(X)","(X)","(X)","(X)","(X)","(X)","286346","8105","11.7","1.0","10.6","1.0","17.2","1.4","12.9","1.2","16.5","1.1","15.0","1.3","7.5","0.8","6.0","0.8","1.4","0.3","1.3","0.3","32846","1350","45593","1475","(X)","(X)","(X)","(X)","30.3","(X)",
"0400000US55","Wisconsin","2495539","8832","4.5","0.2","3.3","0.2","6.5","0.3","6.9","0.3","11.4","0.3","17.6","0.3","13.8","0.4","18.8","0.4","8.7","0.3","8.5","0.2","74631","774","97894","910","31.6","(X)","(X)","(X)","(X)","(X)","1503221","13093","2.4","0.2","1.4","0.2","3.1","0.2","4.3","0.2","8.7","0.4","16.6","0.4","15.1","0.4","24.1","0.5","12.1","0.4","12.2","0.4","96999","1034","120531","1305","(X)","(X)","33.3","(X)","(X)","(X)","1169734","11409","1.2","0.1","0.6","0.1","1.9","0.2","2.8","0.2","6.5","0.3","14.6","0.4","15.5","0.5","27.7","0.6","14.4","0.5","14.8","0.4","110739","913","134989","1623","(X)","(X)","(X)","(X)","(X)","(X)","992318","14416","8.2","0.5","6.4","0.4","12.0","0.5","11.4","0.5","16.4","0.6","19.7","0.6","11.2","0.6","9.5","0.4","2.9","0.3","2.2","0.2","45567","746","59771","1138","(X)","(X)","(X)","(X)","28.0","(X)",
"0400000US56","Wyoming","247368","3204","4.8","0.8","3.5","0.6","6.7","0.8","8.0","0.9","11.1","0.9","17.5","1.4","14.4","1.2","18.7","1.3","8.0","1.0","7.3","0.9","72415","2357","93304","4034","33.1","(X)","(X)","(X)","(X)","(X)","154419","3770","2.9","0.7","1.4","0.5","3.1","0.6","5.4","1.0","10.5","1.1","16.1","1.6","16.1","1.8","24.8","2.1","10.9","1.4","8.8","1.3","91428","2895","106990","4235","(X)","(X)","33.2","(X)","(X)","(X)","121639","4221","0.9","0.4","0.7","0.4","1.8","0.5","3.4","0.8","8.4","1.2","16.5","2.0","16.7","1.8","28.2","2.4","12.9","1.7","10.5","1.5","101463","2720","119138","5034","(X)","(X)","(X)","(X)","(X)","(X)","92949","4365","9.2","1.8","7.1","1.4","12.9","1.8","13.2","2.2","12.3","1.6","19.6","2.5","11.4","2.2","8.1","1.7","2.0","0.7","4.1","1.1","43817","4095","66632","7109","(X)","(X)","(X)","(X)","31.5","(X)",
"0400000US72","Puerto Rico","1277486","11386","21.1","0.8","10.6","0.5","17.4","0.6","12.5","0.6","12.7","0.5","12.2","0.5","5.6","0.4","4.8","0.4","1.6","0.2","1.6","0.2","25621","602","41592","1156","35.0","(X)","(X)","(X)","(X)","(X)","798202","13321","15.4","0.8","7.8","0.5","16.9","0.7","13.4","0.7","14.7","0.7","14.5","0.7","7.1","0.5","6.3","0.5","2.0","0.3","1.9","0.3","32091","785","48941","1601","(X)","(X)","39.2","(X)","(X)","(X)","434951","10631","6.9","0.6","6.3","0.7","15.5","0.9","12.7","0.9","15.3","1.0","18.2","1.0","10.0","0.8","9.1","0.9","2.9","0.5","3.0","0.5","42665","1152","62278","2117","(X)","(X)","(X)","(X)","(X)","(X)","479284","11734","33.0","1.2","16.1","0.9","19.5","1.1","10.8","0.8","8.2","0.7","6.9","0.7","2.3","0.4","1.8","0.3","0.6","0.2","0.8","0.2","15409","579","26028","941","(X)","(X)","(X)","(X)","26.0","(X)",
